unitId,unitNameCn,unitName,roster,order,inDefaultList,techId,name,category,supply,unlockCost,previousTechID,activeLevel,isTestData,iconName,text,description,descParams
2,长弓,Marksman,main,0,True,702,双发,multiAttackTechnologies,250,0,0,0,False,UT_Double_Shot,每次攻击连续发射2枚子弹，但是上弹时间会增加15%,每次攻击连续发射{0}枚子弹，但是上弹时间会增加{1}%,2;15
2,长弓,Marksman,main,1,True,10202,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,提升攻击距离40,提升攻击距离{0},40;
2,长弓,Marksman,main,2,True,10402,快速弹夹,technologyDatas,150,0,0,0,False,UT_Fast_Reload,攻击间隔减少50%，但是攻击力降低60%,攻击间隔减少{0}%，但是攻击力降低{1}%,50;60
2,长弓,Marksman,main,3,True,1802,电磁弹,buffTechnologies,250,0,0,0,False,UT_EMP,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低40%,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低{0}%,40
2,长弓,Marksman,main,4,False,10802,精英射手,technologyDatas,400,0,0,0,False,UT_Elite_Shooter,效果跟随单位等级提升，每级射程增加5，攻击力增加17%,效果跟随单位等级提升，每级射程增加{0}，攻击力增加{1}%,5;17
2,长弓,Marksman,main,5,False,1202,射击小队,supportUnitTechnologies,300,0,0,0,False,UT_Summon_Partner,战斗开始时召唤4个与长弓等级相同的尖牙与自己并肩作战,战斗开始时召唤{0}个与长弓等级相同的尖牙与自己并肩作战,4
2,长弓,Marksman,main,6,False,10102,突击模式,technologyDatas,200,0,0,0,False,UT_Assault_Mode,长弓生命值增加500%，移动速度增加3，攻击力增加60%，并且攻击带有9米的范围伤害，但是射程减少70。,长弓生命值增加{0}%，移动速度增加{1}，攻击力增加{2}%，并且攻击带有{3}米的范围伤害，但是射程减少{4}。,500;3;60;9;70
2,长弓,Marksman,main,7,False,3202,防空专精,searchTargetSpecificDatas,250,0,0,0,False,UT_Anti_Air,对空中单位的攻击力增加90%，攻击空中单位时射程增加30,对空中单位的攻击力增加{0}%，攻击空中单位时射程增加{1},90;30;
3,火神,Vulcan,main,0,True,180203,引燃,buffTechnologies,300,0,0,0,False,UT_On_Fire,攻击会引燃目标单位，被引燃的单位每秒损失6%的生命值并且无法恢复生命，持续2秒,攻击会引燃目标单位，被引燃的单位每秒损失{0}%的生命值并且无法恢复生命，持续{1}秒,6;2
3,火神,Vulcan,main,1,True,10203,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,提升攻击距离40,提升攻击距离{0},40;
3,火神,Vulcan,main,2,True,1103,燃烧弹,extraWeaponTechnologies,250,0,0,1,False,UT_Flaming_Barrage,每16秒发射一批燃烧弹点燃远处敌人脚下的地面，燃烧弹的射程为180米，最小射程为40米,每{0}秒发射一批燃烧弹点燃远处敌人脚下的地面，燃烧弹的射程为{1}米，最小射程为{2}米,16;180;40
3,火神,Vulcan,main,3,True,10603,高温火焰,technologyDatas,300,0,0,0,False,UT_Hot_Flame,火神的攻击力上升85%,火神的攻击力上升{0}%,85
3,火神,Vulcan,main,4,False,1203,最佳搭档,supportUnitTechnologies,350,0,0,0,False,UT_Summon_Partner,战斗开始时召唤1个与火神等级相同的长弓与自己并肩作战,战斗开始时召唤{0}个与火神等级相同的长弓与自己并肩作战,1
3,火神,Vulcan,main,5,False,11010,黏油弹,extraWeaponTechnologies,150,0,0,1,False,UT_Oil_Barrage,每16秒发射向远处的敌人发射具有减速效果的黏油弹，黏油弹的射程为180米，最小射程为40米,每{0}秒发射向远处的敌人发射具有减速效果的黏油弹，黏油弹的射程为{1}米，最小射程为{2}米,16;180;40
3,火神,Vulcan,main,6,False,3003,装甲强化,armorStrengthenTechnologyDatas,150,0,0,0,False,UT_Armor_Strengthen,生命值增加50%，并且在受到攻击时阻挡60点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡60点伤害。,生命值增加{1}%，并且在受到攻击时阻挡{0}点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡{0}点伤害。,60;50
4,熔点,Melting Point,main,0,True,304,能量汲取,lifestealTechnologies,200,0,0,0,False,UT_Life_Steal,生命值上升60%，将对敌人造成的伤害转换为自身的生命值,生命值上升{0}%，将对敌人造成的伤害转换为自身的生命值,60;
4,熔点,Melting Point,main,1,True,10204,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,提升攻击距离40,提升攻击距离{0},40;
4,熔点,Melting Point,main,2,True,1107,能量散射,extraWeaponTechnologies,150,0,0,1,False,UT_Energy_Scattering,熔点射程降低30米，但是可以发射5条射线进行攻击，每条射线造成原来17%的伤害。,熔点射程降低{0}米，但是可以发射{1}条射线进行攻击，每条射线造成原来{2}%的伤害。,30;5;17
4,熔点,Melting Point,main,3,True,1106,电磁弹幕,extraWeaponTechnologies,300,0,0,1,False,UT_EMP_Barrage,每15秒发射16枚电磁弹攻击敌人，每枚电磁弹对护盾造成6000点伤害，对命中的单位减速并且禁用科技8秒，射程180米,每{0}秒发射{1}枚电磁弹攻击敌人，每枚电磁弹对护盾造成{2}点伤害，对命中的单位减速并且禁用科技{3}秒，射程{4}米,15;16;6000;8;180
4,熔点,Melting Point,main,4,False,1204,爬虫制造,supportUnitTechnologies,300,0,0,0,False,UT_Summon_Spider,每36秒生产8个爬虫，生产3次,每{0}秒生产{1}个爬虫，生产{2}次,36;8;3
4,熔点,Melting Point,main,5,False,3004,装甲强化,armorStrengthenTechnologyDatas,100,0,0,0,False,UT_Armor_Strengthen,生命值增加50%，并且在受到攻击时阻挡60点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡60点伤害。,生命值增加{1}%，并且在受到攻击时阻挡{0}点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡{0}点伤害。,60;50
5,犀牛,Rhino,main,0,True,1109,旋风斩,extraWeaponTechnologies,150,0,0,1,False,UT_Rotation,当周围有复数敌人时，犀牛使用旋风斩攻击周围的所有敌人，旋风斩造成犀牛攻击力的1.4倍伤害，但是耗时较长。,当周围有复数敌人时，犀牛使用旋风斩攻击周围的所有敌人，旋风斩造成犀牛攻击力的{0}倍伤害，但是耗时较长。,1.4
5,犀牛,Rhino,main,1,True,180305,光子涂层,buffTechnologies,300,0,0,0,False,UT_Photon_Coating,全身覆盖光子涂层，在开战后的30秒内受到的伤害降低30%，并且免疫电磁、引燃、酸液、退化光束效果,全身覆盖光子涂层，在开战后的{0}秒内受到的伤害降低{1}%，并且免疫电磁、引燃、酸液、退化光束效果,30;30
5,犀牛,Rhino,main,2,True,905,战地维修,autoRecoveryTechnologies,200,0,0,0,False,UT_Auto_Recover,受伤后每秒自动恢复最大生命值的4.5%,受伤后每秒自动恢复最大生命值的{0}%,4.5
5,犀牛,Rhino,main,3,True,2805,最后一击,deadExplosiveTechnologyDatas,250,0,0,0,False,UT_Last_Hit,犀牛在生命值为0时会启动自毁装置，对48米内的所有单位造成等同于犀牛最大生命值的伤害。,犀牛在生命值为0时会启动自毁装置，对{0}米内的所有单位造成等同于犀牛最大生命值的伤害。,48
5,犀牛,Rhino,main,4,False,10505,机械狂暴,technologyDatas,100,0,0,0,False,UT_Rage,单位的移动速度提升5，攻击间隔减少0.3秒,单位的移动速度提升{0}，攻击间隔减少{1}秒,5;0.3
5,犀牛,Rhino,main,5,False,2305,残骸利用,wreckageRecoveryTechnologies,100,0,0,0,False,UT_Debris_Utilization,攻击力上升60%，击毁敌人后，恢复与敌人生命值相等的生命值,攻击力上升{0}%，击毁敌人后，恢复与敌人生命值相等的生命值,60
5,犀牛,Rhino,main,6,False,2505,动力装甲,ignoreBuffEffectTechnologyDatas,300,0,0,0,False,UT_Speed_armor,生命值上升25%，并且无法被减速,生命值上升{0}%，并且无法被减速,25
5,犀牛,Rhino,main,7,False,3005,装甲强化,armorStrengthenTechnologyDatas,200,0,0,0,False,UT_Armor_Strengthen,生命值增加50%，并且在受到攻击时阻挡60点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡60点伤害。,生命值增加{1}%，并且在受到攻击时阻挡{0}点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡{0}点伤害。,60;50
5,犀牛,Rhino,main,8,False,180805,战斗进化,buffTechnologies,150,0,0,0,False,UT_Weapon_Preheat,战斗开始后，犀牛的生命值每秒增加2.5%，攻击力每秒增加4.5%,战斗开始后，犀牛的生命值每秒增加{0}%，攻击力每秒增加{1}%,2.5;4.5
6,兵蜂,Wasp,main,0,True,206,能量护盾,energyShieldTechnologies,300,0,0,0,False,UT_Shield,获得一个能量护盾，护盾值等于自身的生命值，并且至少可以阻挡一次伤害,获得一个能量护盾，护盾值等于自身的生命值，并且至少可以阻挡一次伤害,
6,兵蜂,Wasp,main,1,True,10206,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,提升攻击距离40,提升攻击距离{0},40;
6,兵蜂,Wasp,main,2,True,1606,高速引擎,mobilityIntensifyTechnologies,100,0,0,0,False,UT_Mobility,兵蜂的移动速度增加5，并且在每回合的部署阶段都可以随意改变部署位置,兵蜂的移动速度增加{0}，并且在每回合的部署阶段都可以随意改变部署位置,5;
6,兵蜂,Wasp,main,3,True,506,对地专精,damageIntensifyTechnologies,200,0,0,0,False,UT_Anti_Ground,对地面单位的攻击力增加200%,对地面单位的攻击力增加{0}%,200
6,兵蜂,Wasp,main,4,False,10806,精英射手,technologyDatas,400,0,0,0,False,UT_Elite_Shooter,效果跟随单位等级提升，每级射程增加5，攻击力增加25%,效果跟随单位等级提升，每级射程增加{0}，攻击力增加{1}%,5;25
6,兵蜂,Wasp,main,5,False,180206,引燃,buffTechnologies,100,0,0,0,False,UT_On_Fire,攻击有一定概率引燃目标单位，被引燃的单位每秒损失6%的生命值并且无法恢复生命，持续2秒,攻击有一定概率引燃目标单位，被引燃的单位每秒损失{0}%的生命值并且无法恢复生命，持续{1}秒,6;2
6,兵蜂,Wasp,main,6,False,1806,电磁弹,buffTechnologies,100,0,0,0,False,UT_EMP,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低40%,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低{0}%,40
6,兵蜂,Wasp,main,7,False,406,高爆弹药,splashTechnologies,100,0,0,0,False,UT_Splash,攻击造成的溅射伤害范围增加7米，但是攻击力降低30%,攻击造成的溅射伤害范围增加{0}米，但是攻击力降低{1}%,7;30
6,兵蜂,Wasp,main,8,False,10606,穿甲弹,technologyDatas,100,0,0,0,False,UT_Piercing_Bullet,攻击力上升50%,攻击力上升{0}%,50
6,兵蜂,Wasp,main,9,False,3206,防空专精,searchTargetSpecificDatas,200,0,0,0,False,UT_Anti_Air,对空中单位的攻击力增加90%，攻击空中单位时射程增加30,对空中单位的攻击力增加{0}%，攻击空中单位时射程增加{1},90;30;
7,野马,Mustang,main,0,True,3307,导弹拦截,interceptMissileTechnologyDatas,200,0,0,0,False,UT_Missile_interception,尝试拦截150米内的敌方导弹（战场技能无法被拦截），长时间的连续拦截会导致拦截命中率有所下降。拦截能力与野马的攻击力和等级无关。,尝试拦截{0}米内的敌方导弹（战场技能无法被拦截），长时间的连续拦截会导致拦截命中率有所下降。拦截能力与野马的攻击力和等级无关。,150;
7,野马,Mustang,main,1,True,10207,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
7,野马,Mustang,main,2,True,407,高爆弹药,splashTechnologies,50,0,0,0,False,UT_Splash,攻击造成的溅射伤害范围增加7米，但是攻击力降低35%,攻击造成的溅射伤害范围增加{0}米，但是攻击力降低{1}%,7;35
7,野马,Mustang,main,3,True,3207,防空专精,searchTargetSpecificDatas,300,0,0,0,False,UT_Anti_Air,对空中单位的攻击力增加90%，攻击空中单位时射程增加30,对空中单位的攻击力增加{0}%，攻击空中单位时射程增加{1},90;30;
7,野马,Mustang,main,4,False,10607,穿甲弹,technologyDatas,250,0,0,0,False,UT_Piercing_Bullet,攻击力上升50%,攻击力上升{0}%,50
7,野马,Mustang,main,5,False,4607,斩杀弹,deadLineTechDatas,250,0,0,0,False,UT_Destruction_Line,攻击直接摧毁当前生命值低于320（每升一级+200）的目标。攻击力下降35%。,攻击直接摧毁当前生命值低于{0}（每升一级+{1}）的目标。攻击力下降{2}%。,320;200;35
8,钢球,Steel Ball,main,0,True,308,能量汲取,lifestealTechnologies,200,0,0,0,False,UT_Life_Steal,生命值上升40%，将对敌人造成的伤害转换为自身的生命值,生命值上升{0}%，将对敌人造成的伤害转换为自身的生命值,40;
8,钢球,Steel Ball,main,1,True,608,伤害分摊,damageShareTechnologies,250,0,0,0,False,UT_Life_Link,将相邻的钢球链接在一起，生命值增加120%，并且平分受到的伤害,将相邻的钢球链接在一起，生命值增加{0}%，并且平分受到的伤害,120
8,钢球,Steel Ball,main,2,True,10208,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
8,钢球,Steel Ball,main,3,True,1308,机械分裂,deadSummonTechnologies,300,0,0,0,False,UT_Multiply,在钢球被击毁后，产生5个1级的爬虫继续战斗,在钢球被击毁后，产生{0}个{1}级的爬虫继续战斗,5;1;
8,钢球,Steel Ball,main,4,False,3008,装甲强化,armorStrengthenTechnologyDatas,300,0,0,0,False,UT_Armor_Strengthen,生命值增加35%，并且在受到攻击时阻挡60点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡60点伤害。,生命值增加{1}%，并且在受到攻击时阻挡{0}点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡{0}点伤害。,60;35
8,钢球,Steel Ball,main,5,False,2408,重装锁定,searchTargetModifyTechnologies,200,0,0,1,False,UT_Heavy_Lock,在切换攻击目标时优先选择射程内生命值最高的敌方单位,在切换攻击目标时优先选择射程内生命值最高的敌方单位,
8,钢球,Steel Ball,main,6,False,180808,滚动充能,buffTechnologies,150,0,0,0,False,UT_Onsite_scanning,钢球每移动7米，射程增加1米，最大增加100米。,钢球每移动{0}米，射程增加{1}米，最大增加{2}米。,7;1;100
9,尖牙,Fang,main,0,True,180209,引燃,buffTechnologies,150,0,0,0,False,UT_On_Fire,攻击有一定概率引燃目标单位，被引燃的单位每秒损失6%的生命值并且无法恢复生命，持续2秒,攻击有一定概率引燃目标单位，被引燃的单位每秒损失{0}%的生命值并且无法恢复生命，持续{1}秒,6;2
9,尖牙,Fang,main,1,True,10209,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
9,尖牙,Fang,main,2,True,10509,机械狂暴,technologyDatas,250,0,0,0,False,UT_Rage,单位的移动速度提升5，攻击间隔减少0.5秒,单位的移动速度提升{0}，攻击间隔减少{1}秒,5;0.5
9,尖牙,Fang,main,3,True,209,随身护盾,energyShieldTechnologies,500,0,0,0,False,UT_Shield,每个尖牙获得一个能量护盾，护盾值等于自身的生命值，并且至少可以阻挡一次伤害,每个尖牙获得一个能量护盾，护盾值等于自身的生命值，并且至少可以阻挡一次伤害,
9,尖牙,Fang,main,4,False,10609,穿甲弹,technologyDatas,100,0,0,0,False,UT_Piercing_Bullet,攻击力上升50%,攻击力上升{0}%,50
9,尖牙,Fang,main,5,False,3109,榴弹发射器,airAttackTechnologyDatas,150,0,0,0,False,UT_Rifle_grenade,尖牙改为使用榴弹发射器，射程增加10米，对目标周围7米范围内的敌人造成溅射伤害，但是无法对空。,尖牙改为使用榴弹发射器，射程增加{1}米，对目标周围{0}米范围内的敌人造成溅射伤害，但是无法对空。,7;10
10,爬虫,Crawler,main,0,True,10510,机械狂暴,technologyDatas,100,0,0,0,False,UT_Rage,单位的移动速度提升5，攻击间隔减少0.2秒,单位的移动速度提升{0}，攻击间隔减少{1}秒,5;0.2
10,爬虫,Crawler,main,1,True,180110,复制,buffTechnologies,250,0,0,0,False,UT_Remains_Copy,利用被击毁的敌人制造更多的爬虫,利用被击毁的敌人制造更多的爬虫,
10,爬虫,Crawler,main,2,True,2610,潜地行动,burrowTechnologies,350,0,0,0,False,UT_Burrow,移动速度增加3，在50米内没有敌人时潜入地下，减免45%受到的伤害，在到达敌人附近时会钻出进行攻击,移动速度增加{0}，在{1}米内没有敌人时潜入地下，减免{2}%受到的伤害，在到达敌人附近时会钻出进行攻击,3;50;45
10,爬虫,Crawler,main,3,True,2710,酸性爆炸,deadAcidRangeItemTechnologyDatas,100,0,0,0,False,UT_Acid_Blast,爬虫被击毁后会在地面上留下半径为9米的酸性液体，在酸液中的单位每秒损失3%的生命值，并且被攻击时受到250%的伤害。,爬虫被击毁后会在地面上留下半径为{0}米的酸性液体，在酸液中的单位每秒损失{1}%的生命值，并且被攻击时受到{2}%的伤害。,9;3;250;
10,爬虫,Crawler,main,4,False,10710,冲击钻头,technologyDatas,150,0,0,0,False,UT_Attack_First,攻击力上升125%,攻击力上升{0}%,125;
10,爬虫,Crawler,main,5,False,3510,松散队列,rVORadiusChangeTechnologyTechDatas,250,0,0,0,False,UT_Disperse,生命值减少40%，爬虫会以更松散的队形前进,生命值减少{0}%，爬虫会以更松散的队形前进,40
11,霸主,Overlord,main,0,True,1108,舰炮,extraWeaponTechnologies,300,0,0,1,False,UT_Shipboard_Srtillery,为霸主加装两门只能对地攻击的舰炮，射程140，每3秒攻击一次，造成7000点伤害，伤害随着单位等级提高，每级增加7000点伤害,为霸主加装两门只能对地攻击的舰炮，射程{0}，每{1}秒攻击一次，造成{2}点伤害，伤害随着单位等级提高，每级增加{2}点伤害,140;3;7000
11,霸主,Overlord,main,1,True,10311,发射器过载,technologyDatas,300,0,0,0,False,UT_Overdrive,霸主的攻击间隔减少50%，同时射程减少20米,霸主的攻击间隔减少{0}%，同时射程减少{1}米,50;20
11,霸主,Overlord,main,2,True,1211,母舰,supportUnitTechnologies,250,0,0,0,False,UT_Summon_Plane,每32秒生产5个兵蜂，生产3次,每{0}秒生产{1}个兵蜂，生产{2}次,32;5;3
11,霸主,Overlord,main,3,True,1611,高速引擎,mobilityIntensifyTechnologies,300,0,0,0,False,UT_Mobility,霸主的移动速度增加5，并且在每回合的部署阶段都可以随意改变部署位置,霸主的移动速度增加{0}，并且在每回合的部署阶段都可以随意改变部署位置,5;
11,霸主,Overlord,main,4,False,180311,光子投射,buffTechnologies,300,0,0,0,False,UT_Photon_Beam,开战后向周围100米范围内的友军(不包括自己)投射光子涂层，使其在20秒内受到的伤害减低30%，并且免疫电磁、引燃、酸液、退化光束效果,开战后向周围{0}米范围内的友军(不包括自己)投射光子涂层，使其在{1}秒内受到的伤害减低{2}%，并且免疫电磁、引燃、酸液、退化光束效果,100;20;30
11,霸主,Overlord,main,5,False,10211,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
11,霸主,Overlord,main,6,False,3011,装甲强化,armorStrengthenTechnologyDatas,150,0,0,0,False,UT_Armor_Strengthen,生命值增加35%，并且在受到攻击时阻挡60点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡60点伤害。,生命值增加{1}%，并且在受到攻击时阻挡{0}点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡{0}点伤害。,60;35
11,霸主,Overlord,main,7,False,911,战地维修,autoRecoveryTechnologies,150,0,0,0,False,UT_Auto_Recover,生命值上升30%，受伤后每秒自动恢复最大生命值的4.5%,生命值上升{0}%，受伤后每秒自动恢复最大生命值的{1}%,30;4.5
11,霸主,Overlord,main,8,False,411,高爆弹药,splashTechnologies,200,0,0,0,False,UT_Splash,霸主的导弹造成的溅射伤害范围增加7米，但是攻击力降低40%,霸主的导弹造成的溅射伤害范围增加{0}米，但是攻击力降低{1}%,7;40
12,暴雨,Stormcaller,main,0,True,812,燃烧弹,fireIntensifyTechnologies,350,0,0,0,False,UT_Fire,射程减少20，单位的攻击会导致大面积地面燃烧，地面火焰持续15秒，燃烧范围5.5米，每秒造成270点伤害，对友军也会造成伤害,射程减少{3}，单位的攻击会导致大面积地面燃烧，地面火焰持续{0}秒，燃烧范围{1}米，每秒造成{2}点伤害，对友军也会造成伤害,15;5.5;270;20
12,暴雨,Stormcaller,main,1,True,10212,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
12,暴雨,Stormcaller,main,2,True,10312,发射器过载,technologyDatas,250,0,0,0,False,UT_Overdrive,暴雨的攻击间隔减少50%，射程减少40米，移动速度增加5,暴雨的攻击间隔减少{0}%，射程减少{1}米，移动速度增加{2},50;40;5
12,暴雨,Stormcaller,main,3,True,412,高爆弹药,splashTechnologies,150,0,0,0,False,UT_Splash,攻击造成的溅射伤害范围增加5米，但是攻击力降低50%,攻击造成的溅射伤害范围增加{0}米，但是攻击力降低{1}%,5;50
12,暴雨,Stormcaller,main,4,False,1812,电磁爆炸,buffTechnologies,300,0,0,0,False,UT_EMP,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低40%,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低{0}%,40
12,暴雨,Stormcaller,main,5,False,10912,重型导弹,technologyDatas,200,0,0,0,False,UT_Heavy_Missile,攻击力上升80%，导弹生命值增加200%，但是攻击间隔增加25%。,攻击力上升{0}%，导弹生命值增加{2}%，但是攻击间隔增加{1}%。,80;25;200
13,铁锤,Sledgehammer,main,0,True,913,战地维修,autoRecoveryTechnologies,200,0,0,0,False,UT_Auto_Recover,生命值上升30%，受伤后每秒自动恢复最大生命值的4.5%,生命值上升{0}%，受伤后每秒自动恢复最大生命值的{1}%,30;4.5
13,铁锤,Sledgehammer,main,1,True,613,伤害分摊,damageShareTechnologies,200,0,0,0,False,UT_Life_Link,将相邻的坦克链接在一起，生命值增加120%，并且平分受到的伤害,将相邻的坦克链接在一起，生命值增加{0}%，并且平分受到的伤害,120
13,铁锤,Sledgehammer,main,2,True,10513,机械狂暴,technologyDatas,250,0,0,0,False,UT_Rage,单位的移动速度提升6，攻击间隔减少1秒,单位的移动速度提升{0}，攻击间隔减少{1}秒,6;1
13,铁锤,Sledgehammer,main,3,True,10213,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
13,铁锤,Sledgehammer,main,4,False,1813,电磁弹,buffTechnologies,350,0,0,0,False,UT_EMP,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低40%,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低{0}%,40
13,铁锤,Sledgehammer,main,5,False,10613,穿甲弹,technologyDatas,100,0,0,0,False,UT_Piercing_Bullet,攻击力上升250%，攻击间隔增加30%,攻击力上升{0}%，攻击间隔增加{1}%,250;30
13,铁锤,Sledgehammer,main,6,False,3013,装甲强化,armorStrengthenTechnologyDatas,250,0,0,0,False,UT_Armor_Strengthen,生命值增加35%，并且在受到攻击时阻挡60点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡60点伤害。,生命值增加{1}%，并且在受到攻击时阻挡{0}点伤害。伤害阻挡效果跟随等级提升，每级额外阻挡{0}点伤害。,60;35
14,骇客,Hacker,main,0,True,11014,多重控制,extraWeaponTechnologies,250,0,0,1,False,UT_Multi-control,骇客射程降低25米，但是可以同时发射5个控制光束，每个光束的控制效率是原来的17%,骇客射程降低{0}米，但是可以同时发射{1}个控制光束，每个光束的控制效率是原来的{2}%,25;5;17
14,骇客,Hacker,main,1,True,1014,保护屏障,advancedEnergyShieldTechnologies,400,0,0,0,False,UT_Energy_Barrier,在单位身边生成一个大范围护盾，保护护盾内的所有友方，护盾生命值随着单位等级提高，每级增加16000,在单位身边生成一个大范围护盾，保护护盾内的所有友方，护盾生命值随着单位等级提高，每级增加{0},16000
14,骇客,Hacker,main,2,True,10214,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
14,骇客,Hacker,main,3,True,1714,强化控制,controllBeamLifeRecoveryTechnologies,300,0,0,0,False,UT_Control_Recovery,被骇客控制的单位会立即恢复到最大生命值,被骇客控制的单位会立即恢复到最大生命值,
14,骇客,Hacker,main,4,False,1814,电磁干扰,buffTechnologies,100,0,0,0,False,UT_EMP,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低40%,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低{0}%,40
15,弧光,Arclight,main,0,True,10215,射程强化,technologyDatas,300,0,0,0,False,UT_Attack_Range_Increase,射程增加40,射程增加{0},40;
15,弧光,Arclight,main,1,True,1815,电磁弹,buffTechnologies,400,0,0,0,False,UT_EMP,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低40%,对命中的目标形成电磁干扰，目标的单位科技将暂时失效，并且移动速度降低{0}%,40
